Bank,IntChk2.5k,IntChk5k,MM2.5k,MM10k,MM25k,MM50k,MM100k,MM250k,Savings1k,Savings2.5k,3MoCD,6MoCD,9MoCD,1YrCD,18MoCD,2YrCD,30MoCD,3YrCD,4YrCD,5YrCD,36MoNAuto25k,48MoNAuto25k,60MoNAuto25k,72MoNAuto25k,36MoUAuto15k,48MoUAuto15k,60MoUAuto15k,72MoUAuto15k,36MoFixedUnsecLoan5k,60MoNRV25k,60MoNBoat25k,PlatCC,RwrdsCC,InterestIncomeoverAvgAssets,InterestExpenseoverAverageAssets,NetInterestIncomeoverAvgAssets,NetInterestMargin,YieldoverCostSpread,YieldonSecurities&OtherAssets,YieldonDebtandEquitySecurities,YieldonOtherAssets,AssetweightedSecurities&OtherYield,AssetweightedLoanYield,AssetweightedSecuritiesYield,AssetweightedOtherAssetYield,YieldonEarningAssets,YieldonLoansandLeases,NoninterestIncomeoverAverageAssets,GrossLoansoverAssets,LoansoverDeposits,OperatingExpenseoverOperatingRevenue,RiskBasedCapitalRatio,EquityoverAssets,ReservesoverNPAs,NetChargeoffsoverAvgLoans,LiquidityRatio,LiquidAssetsoverAssets,OneYearGapoverAssets,EarningAssetsoverIBL,CostofFunds,CostofInterestbearingLiabilities,CostofIntbearingDeposits,CostofBorrowings,CostofTimeDeposits$250K,CostofOtherTimeDeposits,LiabweighCostofIntbearDep,LiabilitywtdBorrowingCost,AssetGrowthRate,DepositGrowthRate,ChangeinAssets,ChangeinDeposits,ROAA
Bank167,0.15,0.15,0.15,0.15,0.15,0.2,0.2,0.3,0.15,0.15,0.3,0.6,,0.75,0.75,1,,1.31,1.36,1.46,1.99,2.5,2.5,2.74,1.99,2.5,2.5,,9.99,6.75,5.75,,,3.36,0.24,3.12,3.31,3.29,2.57,2.59,1.71,1.1,2.46,1.08,0.02,3.56,4.31,0.91,54.54,65.37,69.79,16.45,11.01,130.83,0.04,29.99,26.69,-38.81,147.7,0.21,0.27,0.2,1.18,0.37,0.46,0.19,0.08,-3.29,0.47,-0.82,0.12,1.13
Bank168,0.15,0.15,,1,1,1,0.85,0.85,0.25,0.25,0.25,0.5,0.95,0.96,1.01,1.06,,1.16,1.26,1.46,,,,,,,,,,,,11.49,13.49,3.69,0.91,2.78,2.84,2.64,2.34,2.54,2.21,0.25,3.52,0.11,0.14,3.77,3.95,0.08,89.08,126.08,99.21,20.23,12.64,43.02,-0.13,9.44,8.25,-14.2,120.71,1.05,1.13,0.96,1.84,2.98,1.02,0.77,0.36,-11.86,-15.97,-2.96,-3.99,0.02
Bank169,0.05,0.05,0.05,0.08,0.08,0.2,0.3,0.3,0.05,0.05,0.05,0.1,0.12,0.15,0.15,0.2,,0.25,0.35,0.75,3.99,3.99,3.99,,4.99,4.99,,,7.24,,,11.24,13.24,4.14,0.57,3.57,3.88,3.81,2.11,2.11,2.14,0.33,4.17,0.28,0.05,4.51,4.96,1.77,77,99.85,61.56,13.93,12.41,135.37,0.11,12.24,10.72,13.69,109.08,0.65,0.7,0.45,2.53,1.24,1.04,0.4,0.3,-13.43,-6.81,-3.36,-1.7,1.44
Bank170,0.03,0.03,0.08,0.12,0.12,0.16,0.24,0.24,0.05,0.05,0.25,0.35,1.74,1.75,1.82,1.78,0.65,1.6,1.05,1.3,4.5,4.5,4.5,,4.75,4.75,,,13.5,10.5,,,13.5,4.05,0.88,3.16,3.27,3.12,2.31,2.3,2.39,0.33,3.84,0.28,0.05,4.18,4.49,0.81,70.81,89.13,59.59,10.09,6.42,263.04,-0.03,20.53,19.21,23.91,134.03,0.82,1.06,0.86,1.9,1.54,1.56,0.7,0.36,65.66,84.48,16.42,21.12,1.15
Bank171,0.05,0.05,0.1,0.15,0.15,0.15,0.15,0.15,0.1,0.1,0.1,0.2,,0.3,1,1.25,,1.5,1.75,2,3.75,4,4.25,,4.75,5,5.25,,13.25,,,11.49,13.49,4.52,0.53,3.99,4.39,4.3,2.25,2.3,1.62,0.58,4.38,0.55,0.03,4.96,5.92,1.39,66.1,90.66,69.25,16.05,13.37,50.71,0.74,11.93,10.33,5.45,142.02,0.52,0.66,0.44,1.86,1.18,1.09,0.37,0.29,11.44,13.3,2.86,3.32,0.8
Bank172,0.03,0.03,0.05,0.1,0.15,0.2,0.3,0.3,0.08,0.08,0.08,0.1,0.75,0.2,0.33,0.35,0.35,0.55,0.55,1.75,3.49,3.49,3.49,3.99,3.99,3.99,3.99,4.49,10,8.88,8.88,11.49,13.49,6.04,0.69,5.36,5.72,5.5,2.16,2.58,1.44,0.54,5.92,0.4,0.13,6.45,7.86,1.73,69.66,89.27,69.17,14.57,9.33,307.29,1.29,18.5,16.78,16.14,130.75,0.77,0.95,0.57,3.01,2.78,0.69,0.48,0.46,5.68,7.62,1.42,1.91,1.04
Bank173,0.01,0.01,0.15,0.15,0.15,0.15,0.15,0.15,0.02,0.05,0.1,0.2,,0.3,,0.5,,0.65,,1.1,9,9,9,,10,10,10,,13,,,11.49,13.49,3.31,0.2,3.11,3.22,3.12,2.05,2.05,2.06,0.56,2.86,0.5,0.07,3.43,3.96,1.67,70.43,77.52,66.44,13.88,7.69,,0,28.64,26.44,15.22,147.14,0.22,0.31,0.3,1.91,0.58,1.01,0.3,0.01,2.42,1.58,0.61,0.39,1.19
Bank174,0.05,0.05,0.05,0.1,0.1,0.2,0.2,0.2,0.05,0.05,0.25,0.35,,0.45,,0.8,,0.9,,2.25,2.72,2.79,2.87,3.16,2.69,2.69,2.79,3.09,12.53,,,11.24,13.24,3.72,0.62,3.11,3.25,3.19,3.04,2.98,3.94,0.52,3.38,0.47,0.05,3.9,4.08,0.21,78.07,104.69,64.68,13.26,9.5,189.95,0,14.49,13.11,16.3,127.07,0.61,0.71,0.53,1.63,1.44,1.29,0.44,0.26,1.12,7.51,0.28,1.88,0.9
Bank175,0.05,0.05,0.05,0.1,0.1,0.2,0.2,0.2,0.05,0.05,0.25,0.35,,0.45,,0.8,,0.9,,2.25,2.72,2.79,2.87,3.16,2.69,2.69,2.79,3.09,12.53,,,11.24,13.24,3.74,0.62,3.13,3.23,3.06,2.92,2.98,2.4,0.51,3.36,0.47,0.05,3.88,4.08,0.21,78.5,104.9,66.6,12.92,9.21,189.95,0,14.48,13.15,16.42,127.34,0.69,0.82,0.65,1.47,1.48,1.22,0.52,0.3,1.11,7.55,0.28,1.89,0.86
Bank176,0.05,0.05,0.05,0.05,0.1,0.1,0.15,0.2,0.05,0.05,0.05,0.1,,0.15,0.25,0.35,,0.65,0.8,1.51,3.49,3.49,5.25,6.25,5.25,5.25,5.75,6.25,13,4.99,4.99,11.49,13.49,3.46,0.63,2.84,3.11,2.99,2.34,2.26,3.9,0.59,3.21,0.54,0.05,3.8,4.29,0.85,68.04,92.5,58.93,14.32,9.82,118.58,0.1,9.53,8.6,0.71,118.72,0.7,0.81,0.59,1.68,1.35,0.96,0.47,0.33,4.7,3.34,1.18,0.84,1.26
Bank177,0.03,0.03,0.04,0.04,0.04,0.07,0.07,0.09,0.03,0.03,0.03,0.03,,0.12,0.22,0.29,0.48,0.57,,,5.39,5.39,5.39,,6.54,6.54,6.54,,15.99,6.99,6.99,10.99,16.99,3.74,0.44,3.3,3.42,3.27,1.7,1.48,6.36,0.27,3.61,0.23,0.05,3.88,4.29,1.72,81.55,100.37,60.78,12.87,7.81,143.5,0.12,5.34,4.92,22.67,133.04,0.48,0.61,0.26,2.44,1.05,0.79,0.22,0.39,5.77,10.25,1.44,2.56,1.3
Bank178,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,,0.5,,0.6,0.75,1.51,1,1.51,2.02,2.02,,,,,,,,,,,,,,3.46,0.66,2.8,2.9,2.72,3.01,3.35,1.81,0.75,2.84,0.65,0.1,3.59,3.78,0.55,62.96,86.17,69.66,35.98,24.6,52.51,0,42.29,31.89,4.1,133.45,0.83,0.87,0.87,,1.63,1.69,0.87,,-0.54,2.33,-0.13,0.58,1.32
Bank179,0.05,0.05,0.05,0.1,0.2,0.3,0.35,0.35,0.05,0.05,0.1,0.2,0.25,0.45,0.65,0.9,,1.15,1.4,1.65,6,6,6,6,7.5,7.5,,,14,,9.25,,,3.47,0.5,2.96,3.1,3.05,2.37,2.35,2.59,0.31,3.32,0.28,0.03,3.63,3.82,0.72,82.81,100.56,73.1,15.31,9.25,103.96,0,11.49,10.43,3,109.09,0.55,0.57,0.47,1.61,1.33,1.19,0.43,0.15,5.53,6.76,1.38,1.69,0.75
Bank180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.89,0,2.89,4.2,4.2,4.2,4.29,,4.2,,4.2,,4.2,,133.92,0,0,76.41,157.46,56.5,,,148.32,64.52,0.5,,0,0,0,,,,0,,9.44,0,2.36,0,21.81
Bank181,0.01,0.01,,0.01,0.05,0.05,0.05,0.05,0.05,0.05,0.07,0.1,0.1,0.15,0.2,0.25,0.25,0.35,0.5,0.6,3.9,3.9,3.9,3.9,5,5,5,,10.47,5.5,5.5,11.49,13.49,3.22,0.2,3.02,3.37,3.23,1.57,1.52,1.71,0.57,3.02,0.41,0.16,3.59,4.74,1.65,57.16,66.43,81.2,17.05,9.89,32.11,0.19,25.11,22.63,61.3,155.75,0.23,0.36,0.23,3.09,0.19,0.18,0.22,0.15,3.63,5.48,0.91,1.37,0.8
Bank182,0.24,0.24,,,,,,,0.19,0.19,0.1,0.1,0.1,0.36,0.46,0.51,0.2,0.6,0.66,1.04,3.49,3.49,3.49,3.49,4.32,4.52,4.52,4.82,,,,24.73,13.24,7.32,1.01,6.3,6.91,6.68,2.47,2.61,1.58,0.6,7.42,0.55,0.05,8.02,9.79,1.3,68.83,99.56,51.01,14.5,13.56,308.13,2.58,24.39,21.09,37.5,120.3,1.22,1.34,0.98,2.78,1.69,1.95,0.78,0.55,-3.1,11.72,-0.78,2.93,1.48
Bank183,0.01,0.01,0.03,0.08,0.08,0.08,0.08,0.08,0.05,0.05,0.1,0.1,0.1,0.15,0.2,0.25,0.35,0.4,0.6,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bank184,0.05,0.05,0.1,0.2,0.25,0.25,0.45,0.5,0.05,0.05,0.15,0.25,,0.8,,1.45,1.65,1.65,1.9,2.15,4.85,4.85,5.07,5.32,5.11,5.11,5.6,,,,,,,2.98,1.17,1.8,1.86,1.33,2,2.09,1.95,0.66,2.41,0.24,0.41,3.06,3.58,0.19,78.93,130.21,41.86,27.26,13.25,54.37,0,11.03,9.57,-10.95,114.63,1.32,1.73,0.98,3.41,1.23,1.64,0.68,1.06,5.56,9.88,1.39,2.47,0.85
Bank185,0.03,0.03,0.12,0.12,0.12,0.15,0.2,0.25,0.06,0.06,0.25,0.35,,0.5,0.6,0.75,0.8,1.01,1.36,1.41,4,4,4,4,4,4,4,4,,4.4,4.4,11.24,13.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bank186,0.05,0.1,0.03,0.15,0.25,0.25,0.35,0.4,0.05,0.05,0.1,0.15,0.2,0.25,0.5,0.6,,0.8,1,1.15,4.5,4.5,4.5,4.5,5,5,5,,,5.75,5.75,11.24,13.24,4.31,0.63,3.68,4.09,3.99,3.06,3.02,4.19,0.76,4.03,0.72,0.04,4.79,5.36,1.08,67.55,89.4,85.47,13.77,13.34,111.95,-0.21,20.5,17.77,-30.86,106.61,0.77,0.79,0.61,1.89,1.29,1.15,0.52,0.27,4.44,12.23,1.11,3.06,0.46
Bank187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.89,0.3,3.6,4.02,3.96,2.22,1.51,2.62,0.4,3.95,0.1,0.31,4.35,4.82,0.66,72.36,85.59,95.03,27.88,15.21,39.67,0,20.02,16.98,-12.78,116.47,0.35,0.39,0.39,,0.61,0.75,0.39,,-0.06,-0.84,-0.02,-0.21,0.2
Bank188,,,0.1,0.25,0.25,0.5,0.5,0.5,0.1,0.1,,0.3,,0.5,0.75,0.5,1,0.75,2,1.5,,,,,,,,,,,,,,3.82,0.83,2.99,3.16,3.02,1.67,1.68,1.67,0.27,3.76,0.09,0.18,4.04,4.5,0.27,75.99,94.2,59.23,26.67,11.01,277.46,0.01,15.14,13.47,9.64,114.93,0.95,1.02,0.91,2.01,1.36,1.22,0.82,0.19,30.63,39.13,7.66,9.78,1.05
Bank189,0.05,0.05,0.15,0.15,0.35,0.5,0.5,0.5,0.25,0.25,0.1,0.15,,0.25,0.25,0.3,0.3,0.85,0.9,1.11,,,,,,,,,,,,,,3.56,0.77,2.79,2.85,2.69,1.94,2.26,1.69,0.49,3.15,0.25,0.24,3.64,4.21,6.34,68.71,80.34,49.82,16.45,9.47,44.73,-0.04,28.85,26.12,-5.01,122.72,0.84,0.95,0.89,2.11,1.51,1.84,0.85,0.1,23.12,18.31,5.78,4.58,4.65
Bank190,0.1,0.1,0.7,0.7,0.7,0.7,0.7,0.85,0.1,0.1,0.3,0.4,0.6,0.6,0.7,0.9,,1.05,1.31,1.51,,,,,,,,,,,,,,2.77,0.17,2.6,3.02,2.5,2.09,2.46,1.41,1.07,2.15,0.81,0.25,3.21,4.37,6.22,42.52,109.82,72.48,21.37,13.47,,0,45.83,39.65,3.37,353.06,0.42,0.71,0.71,0,1.06,1.07,0.71,0,11.87,-22.91,2.97,-5.73,1.99
Bank191,0.1,0.1,,0.15,0.2,0.25,0.3,0.3,0.1,0.1,0.15,0.35,0.35,0.5,0.5,0.7,0.7,0.9,0.9,0.9,6.59,7.01,7.47,,11.38,11.54,11.74,,,,,10.99,16.99,4.07,0.62,3.45,3.7,3.62,1.95,1.94,1.98,0.23,4.14,0.18,0.05,4.36,4.69,0.24,82,100.09,42.17,14.37,12.65,86.69,-0.06,12.67,11.07,7.58,135.36,0.62,0.75,0.65,2.64,1.09,1.13,0.62,0.12,6.19,10.16,1.55,2.54,1.62
Bank192,0.4,0.4,0.4,0.4,0.4,0.4,0.55,0.7,0.75,0.75,0.35,0.5,,1.71,1.86,2.12,2.22,2.32,2.42,2.63,,,,,,,,,,,,,,14.02,1.75,12.27,12.4,12.22,1.97,2,1.82,0.2,13.97,0.17,0.03,14.17,15.57,0.24,88.23,101.08,48.56,10.83,7.91,135.09,10.13,12.77,11.76,-23.58,110.05,1.92,1.95,1.78,5.39,1.83,1.8,1.7,0.25,5.29,4.34,1.32,1.09,1.14
Bank193,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.3,0.1,0.1,0.15,0.2,,0.35,0.35,0.45,0.45,0.6,0.75,0.9,3.69,3.69,3.69,,4.92,4.92,,,8.27,6.12,6.12,,9.97,3.53,0.49,3.04,3.33,3.31,2.96,2.98,2.45,1.49,2.38,1.43,0.05,3.86,4.78,0.91,46.33,57.68,74.43,19.11,9.52,33.89,0.1,33.46,30.27,5.12,102.73,0.55,0.56,0.36,2.22,0.99,0.69,0.32,0.24,9.47,10.66,2.37,2.66,0.78
Bank194,0.05,0.05,0.1,0.1,0.1,0.1,0.2,0.2,0.05,0.05,0.13,0.2,,0.3,,0.5,,0.75,0.8,1,6.5,6.5,6.5,,7.5,7.5,,,12,9,8.25,10.99,16.99,4.05,0.27,3.78,4.17,4.12,2.24,2.55,1.95,0.38,4.08,0.21,0.17,4.46,4.91,0.45,76.55,90.62,62.12,15.35,14.67,125.77,0.05,16.69,14.24,41.6,119,0.31,0.34,0.32,4.76,0.54,0.87,0.32,0.02,-0.54,-0.57,-0.13,-0.14,1.19
Bank195,0.05,0.05,0.1,0.57,0.57,0.57,0.62,0.62,0.1,0.1,0.1,0.4,,0.65,0.8,0.95,,1.1,1.3,1.5,5.25,5.25,5.75,,5.25,5.5,6,,,,,11.24,13.24,3.92,0.78,3.14,3.24,3.04,1.82,1.74,2.17,0.19,3.85,0.15,0.04,4.05,4.31,0.52,86.19,101.99,65.07,9.87,6.83,396.44,-0.02,9.9,9.22,27.14,124.05,0.84,1.01,0.75,3.07,0.67,1.9,0.67,0.33,-2.07,-6.64,-0.52,-1.66,1.23
Bank196,0.01,0.01,0.01,0.01,0.05,0.1,0.15,0.2,0.05,0.05,0.1,0.2,,0.35,,0.5,,0.7,0.95,1.2,3.76,4.01,4.26,4.51,4.26,4.26,4.51,,,6.5,6.5,11.49,13.49,3.64,0.12,3.52,3.67,3.65,1.72,1.7,1.87,0.53,3.27,0.46,0.06,3.79,4.7,2.76,66.26,78.14,74.02,14.26,9.34,138.23,-0.01,23.79,21.57,23.3,163.56,0.1,0.14,0.14,0.09,0.54,0.51,0.13,0.01,-4.75,-7.67,-1.19,-1.92,1.6
Bank197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.3,0.04,2.26,2.49,,2.21,2.23,1.93,1.41,1.12,1.34,0.07,2.53,3.08,35.58,33.4,45.84,100.9,24.8,9.41,68.71,0.02,63.19,57.24,1.98,,0.04,4.26,,4.25,,,,4.25,-30.27,-68.26,-7.57,-17.07,-0.87
Bank198,0.05,0.05,0.05,0.05,0.05,0.05,0.1,0.1,0.05,0.05,0.05,0.15,0.2,0.25,0.65,0.75,,1,1.25,1.5,3.65,3.65,3.65,3.65,4.25,4.25,4.25,,6.2,5.65,5.65,11.24,13.24,4.05,0.32,3.73,4.3,4.1,2.56,2.66,1.89,0.59,4.07,0.54,0.06,4.66,5.3,0.82,66.74,85.13,61.92,12.15,14.67,97.27,-0.02,14.51,12.38,12.84,155.7,0.39,0.56,0.4,1.89,0.62,1.15,0.36,0.21,181.02,183.54,45.26,45.89,1.39
Bank199,0.05,0.05,0.09,0.11,0.13,0.15,0.18,0.19,0.06,0.06,0.18,0.27,0.2,0.34,0.4,0.53,0.42,0.67,0.85,1.02,3.21,3.4,3.58,3.93,3.87,3.87,4.22,4.1,10.12,5.43,5.5,13.24,13.24,3.46,0.34,3.13,3.33,3.14,2,2.07,1.74,0.65,3.04,0.53,0.11,3.69,4.49,1.21,63.92,83.92,57.54,17.77,14.18,154.05,0.14,17.98,15.43,24.8,158.29,0.39,0.55,0.47,1.03,0.84,0.78,0.41,0.14,-3.14,-6.18,-0.79,-1.55,1.29
Bank200,0.05,0.05,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,,0.65,,0.85,,1,1.25,1.65,3.5,3.5,3.5,3.5,4,4,4,,,4.5,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bank201,0.07,0.07,0.08,0.08,0.13,0.13,0.17,0.25,0.1,0.1,0.2,0.28,0.28,0.46,0.46,0.7,0.7,0.91,1.29,1.62,4.4,4.4,4.45,4.75,4.4,4.4,4.45,4.75,,5.05,5.05,11.4,13.4,3.51,0.44,3.07,3.32,3.28,2.14,2.12,2.38,0.61,3.19,0.57,0.04,3.8,4.47,1.13,65.98,76.88,68.07,16.36,11.87,109.48,-0.06,24.47,21.56,6.47,121.92,0.45,0.52,0.49,1.4,1.33,1.14,0.48,0.04,1.13,1.89,0.28,0.47,0.99
Bank202,0.15,0.15,0.15,0.2,0.2,0.3,0.4,0.5,0.15,0.15,0.25,0.5,0.5,0.75,,1,,1.25,1.5,2,3.7,3.7,3.95,4.45,3.7,3.7,3.95,4.45,6.35,7.75,7.75,,10.5,4.07,0.33,3.73,3.89,3.74,2.01,2.06,1.89,0.28,3.96,0.19,0.09,4.24,4.61,1.53,80.8,98.33,72.58,13.24,10.51,97.64,0.05,10.57,9.46,27.75,143.58,0.38,0.5,0.46,0.87,1.26,0.98,0.42,0.08,13.4,10.96,3.35,2.74,1.13
Bank203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.38,0.63,2.75,2.85,2.8,1.96,2.19,1.78,0.75,2.75,0.37,0.38,3.5,4.47,0.11,61.21,73.71,88.9,20.4,9.52,20.89,0.06,38.96,35.25,-10.82,108.59,0.7,0.7,0.6,1.81,1.37,0.95,0.55,0.15,0.02,1.74,0.01,0.44,0.32
Bank204,0.3,0.3,0.25,0.5,0.5,0.5,0.5,0.5,0.25,0.25,0.25,0.3,,0.35,0.4,0.65,,0.85,1,1.36,3.25,3.5,3.99,,4.25,4.75,,,,,,11.24,13.24,3.67,0.45,3.22,3.34,3.03,1.89,2.11,1.72,0.39,3.41,0.19,0.2,3.8,4.31,0.19,77.55,114.48,92.11,51.3,30.17,255.45,0.11,30.03,20.97,19.85,164.72,0.65,0.77,0.68,3.56,1.2,0.96,0.66,0.12,-1.23,-1.37,-0.31,-0.34,0.12
Bank205,0.05,0.05,0.09,0.15,0.15,0.2,0.2,0.25,0.09,0.09,0.3,0.4,0.4,1.15,0.6,1.45,0.86,1.75,1.01,1.39,3.94,3.94,3.94,3.94,3.94,3.94,3.94,3.94,13.46,6.04,6.04,,15.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bank206,0.02,0.02,,,,,,,0.02,0.02,0.03,0.05,0.05,0.1,0.1,0.15,0.15,0.25,0.25,0.55,,,,,,,,,,,,11.49,13.49,3.35,0.35,2.99,3.17,3.02,2.57,2.58,1.73,0.74,2.8,0.73,0.01,3.55,3.95,0.62,67.66,76.77,63.88,15.76,8.57,311.3,0.06,10.25,9.37,-0.35,141.09,0.43,0.53,0.44,3.99,1.43,0.46,0.43,0.11,1.96,1.95,0.49,0.49,1.01
Bank207,0.01,0.01,0.15,0.15,0.2,0.2,0.25,0.3,0.02,0.02,,0.2,,0.2,,0.45,,0.85,0.9,1.1,,,,,,,,,,,,,,4.1,0.57,3.53,3.64,3.45,1.94,2.97,1.22,0.19,4.05,0.12,0.07,4.24,4.49,0.03,85.94,112.06,70.61,29.6,22.59,65.34,-0.01,14.75,11.42,-0.46,132.07,0.74,0.79,0.79,,1.42,1.16,0.79,,9.26,13.33,2.32,3.33,0.74
Bank208,0.1,0.1,0.2,0.4,0.4,0.65,0.65,0.65,0.2,0.2,,0.85,0.85,1.35,1.5,1.8,,2,1.75,1.75,4.35,4.55,4.95,5.15,4.75,4.95,,,7.25,4.95,4.95,,13.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bank209,0.01,0.01,0.03,0.06,0.06,0.06,0.08,0.08,0.03,0.03,0.1,0.12,,0.21,0.25,0.38,,0.5,,0.85,5,5,5,,5,5,5,,,7.75,7.75,11.65,,3.9,0.06,3.84,4.19,4.17,2.63,2.63,2.7,1.03,3.23,0.97,0.06,4.26,5.31,0.45,56.53,65.96,64.79,15.3,12.81,114.65,0,35.26,30.74,18.58,177.13,0.06,0.09,0.08,0.84,0.44,0.12,0.08,0.01,-9.31,-9.76,-2.33,-2.44,1.3
Bank210,0.01,0.01,0.01,0.01,0.01,0.05,0.07,0.1,0.02,0.02,0.05,0.05,,0.11,0.11,0.16,0.16,0.31,0.46,0.81,4.25,4.25,4.25,4.5,4.25,4.25,4.25,4.5,8.35,5.6,5.6,11.49,13.49,3.56,0.39,3.17,3.49,3.46,1.93,1.93,1.96,0.49,3.43,0.44,0.06,3.92,4.6,1.25,70.28,81.56,75.32,12.53,9.9,272.12,-0.24,22.01,19.83,19.05,136.01,0.37,0.46,0.41,2.39,4.25,0.26,0.4,0.07,-1.03,-1.42,-0.26,-0.35,0.94
Bank211,0.05,0.05,,0.15,0.2,0.3,0.3,0.3,0.05,0.15,0.1,0.15,0.15,0.4,0.5,0.75,,2.15,1,1.15,,,,,,,,,,,,11.49,13.49,3.36,0.6,2.76,2.88,2.68,2.9,2.99,1.83,1.18,2.33,1.13,0.06,3.51,3.93,0.2,53.9,74.28,75.75,31.71,23.65,235.79,0,54.15,41.35,-0.45,140.03,0.77,0.83,0.82,1.44,1.77,1.55,0.81,0.01,-1.79,-1.65,-0.45,-0.41,0.49
Bank212,0.05,0.05,0.02,0.05,0.08,0.1,0.1,0.1,0.02,0.02,0.25,0.35,0.35,0.5,0.5,0.8,0.8,0.9,0.9,1,5.49,5.49,6,,7.49,7.49,,,13,,,11.49,13.49,2.64,0.75,1.89,1.98,1.96,2.23,2.26,1.96,1.16,1.61,1.06,0.1,2.78,3.36,0.33,45.79,55.57,68.03,13.1,5.61,392.52,0,9.46,8.93,17.19,122.83,0.7,0.82,0.71,1.77,1.56,1.47,0.64,0.18,-0.74,1.92,-0.19,0.48,0.65
Bank213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.88,0.59,2.29,2.4,2.34,1.92,1.98,1.25,1.41,1.62,1.33,0.07,3.02,6.08,0.17,26.24,30.56,86.66,46.01,13.26,64.26,0,62.06,53.83,-27.64,110.75,0.68,0.69,0.69,,0.97,0.92,0.69,,-8.4,-9.08,-2.1,-2.27,0.29
Bank214,0.15,0.15,0.15,0.15,0.15,0.25,0.35,0.35,0.25,0.25,0.2,0.25,0.25,0.3,0.5,0.6,0.65,,0.9,1.1,6.5,6.5,7,,8.5,,,,,,,,,3.08,0.33,2.75,2.93,2.88,2.2,2.23,1.66,1.14,2.15,1.1,0.04,3.28,4.44,0.26,45.53,54.82,71.73,26.3,12.89,77.79,0.01,48.32,42.09,1.74,116.34,0.37,0.4,0.35,1.78,0.8,0.67,0.34,0.06,-9.57,-10.6,-2.39,-2.65,0.68
Bank215,0.02,0.02,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,,0.25,,0.5,0.55,1.5,,1.86,1.56,1.86,,,,,,,,,,,,,,3.06,0.67,2.39,2.65,2.44,2.09,2.26,1.32,0.77,2.62,0.68,0.09,3.39,4.16,0.28,57.81,68.35,79.76,29.51,14.65,62.67,0,36.84,31.44,-4.83,130.17,0.79,0.95,0.95,,2.14,1.63,0.95,,-2.25,-3.18,-0.56,-0.79,0.23
Bank216,0.2,0.2,0.2,0.3,0.4,0.5,0.5,0.5,0.25,0.25,0.1,0.2,,0.4,0.5,0.6,,0.75,,,4.5,4.5,4.5,,4.5,4.5,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bank217,,,,,,,,,0.35,0.35,,,,,,,,,,,,,,,,,,,,,,,,2.26,0.22,2.04,2.06,2.03,2.19,2.24,1.7,2.01,0.26,1.88,0.13,2.27,3.17,0.06,8.26,8.92,13.36,20.7,6.97,69.23,0,82.8,77.03,29.71,107.67,0.23,0.24,0.15,2.45,,,0.14,0.1,0.38,34.22,0.1,8.56,1.39
Bank218,,,,,,,,,0.35,0.35,,,,,,,,,,,,,,,,,,,,,,,,2.25,0.26,2,2.05,1.99,2.12,2.23,1.57,1.8,0.51,1.59,0.21,2.31,3.36,1.88,15.13,19.75,57.2,23.37,7.78,110.26,0.01,77.43,71.41,-28.95,124.26,0.32,0.33,0.14,2.17,,,0.13,0.19,8.3,48.38,2.07,12.09,1.27
Bank219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.84,0.14,1.7,1.69,1.76,1.83,2.39,,1.83,,0.72,,1.83,,0,0,0,35.95,32.68,6.36,,,106.59,99.81,44.99,108.19,0.07,0.07,0.07,,,58.54,0.07,,,,77708.84,522645.83,0.82
Bank220,0.05,0.05,0.07,0.07,0.12,0.12,0.38,0.38,0.04,0.04,0.05,0.09,,0.14,0.25,0.25,,0.35,,0.6,5.75,5.99,5.99,,5.75,5.99,5.99,,6.25,5.99,5.99,11.24,16.24,4.09,0.45,3.64,4.02,3.89,1.97,2.21,1.64,0.42,4.1,0.27,0.15,4.52,5.21,1.2,70.41,84.72,59.4,14.98,12.89,203.03,-0.12,19.54,17.02,28.03,128.43,0.51,0.63,0.53,2.42,1.22,0.93,0.5,0.12,2.73,2.27,0.68,0.57,1.46
